Ns_diag,cutoff,tail_probability,eta_s,eta_i,gamma,Fq_fock,Fq_coherent,advantage_ratio_fock,covariance_purity,epr_correlation_strength,ideal_idler_analytic_ratio
1.5,8,0.016796159999999994,0.44,0.8400000000000001,0.0,2.5417637009295078,2.64,0.9627892806551165,0.38133007931665625,3.329864862122786,0.9328358208955223
1.5,8,0.016796159999999994,0.52,0.8400000000000001,0.0,3.1107390578737024,3.12,0.9970317493184944,0.40663630448926463,3.6199447509596054,1.0245901639344261
1.5,8,0.016796159999999994,0.6000000000000001,0.8400000000000001,0.0,3.7238320274792365,3.6000000000000005,1.0343977854108988,0.4355400696864112,3.888444419044717,1.1363636363636365
1.5,8,0.016796159999999994,0.6799999999999999,0.8400000000000001,0.0,4.386615567309104,4.08,1.0751508743404665,0.46886721680420074,4.1395651945584815,1.2755102040816326
1.5,8,0.016796159999999994,0.76,0.8400000000000001,0.0,5.105869323919332,4.5600000000000005,1.1197081850700288,0.5077173030056861,4.3762998069145125,1.4534883720930232
1.5,8,0.016796159999999994,0.8400000000000001,0.8400000000000001,0.0,5.889628509980986,5.040000000000001,1.1685770853136876,0.5535872453498676,4.600869483043396,1.6891891891891895
1.5,8,0.016796159999999994,0.9199999999999999,0.8400000000000001,0.0,6.746631640464875,5.52,1.2222158768958107,0.6085686465433296,4.814976635457331,2.016129032258064
1.5,8,0.016796159999999994,1.0,0.8400000000000001,0.0,7.685855072931424,6.0,1.2809758454885707,0.6756756756756754,5.019960159204453,2.5
1.5,8,0.016796159999999994,0.2,0.9199999999999999,0.0,1.1210973350052593,1.2000000000000002,0.9342477791710493,0.30712530712530717,2.349468024894146,0.7352941176470588
1.5,8,0.016796159999999994,0.28,0.9199999999999999,0.0,1.6278820214475223,1.6800000000000002,0.9689773937187631,0.3273965426925091,2.7799280566230484,0.7911392405063291
1.5,8,0.016796159999999994,0.36,0.9199999999999999,0.0,2.176053805307272,2.16,1.007432317271885,0.3505328098710039,3.1521421287752873,0.8561643835616438
1.5,8,0.016796159999999994,0.44,0.9199999999999999,0.0,2.7715909344022345,2.64,1.0498450509099373,0.3771876885938442,3.4848242423399203,0.9328358208955223
