Ns,a,eta_s,gamma_max,GQ
10.0,1.0,0.807035175879397,1.3230129111723707,3.7547169811320757
10.0,1.0,0.8110552763819097,1.336830056725513,3.806956521739132
10.0,1.0,0.8150753768844221,1.3508407937951108,3.8606701940035273
10.0,1.0,0.8190954773869348,1.3650506243677643,3.915921288014313
10.0,1.0,0.8231155778894472,1.3794652883699483,3.9727767695099816
10.0,1.0,0.8271356783919599,1.394090777588928,4.031307550644569
10.0,1.0,0.8311557788944723,1.4089333506268564,4.091588785046729
10.0,1.0,0.835175879396985,1.423999548981501,4.153700189753322
10.0,1.0,0.8391959798994975,1.4392962143569743,4.217726396917148
10.0,1.0,0.8432160804020101,1.454830507319159,4.283757338551861
10.0,1.0,0.8472361809045228,1.4706099274231244,4.351888667992051
10.0,1.0,0.8512562814070352,1.4866423349541729,4.422222222222223
10.0,1.0,0.8552763819095479,1.502935974440274,4.49486652977413
10.0,1.0,0.8592964824120604,1.5194995001119478,4.569937369519834
10.0,1.0,0.863316582914573,1.536342003506446,4.647558386411893
10.0,1.0,0.8673366834170855,1.553473043436629,4.727861771058317
10.0,1.0,0.8713567839195981,1.5709026785719131,4.810989010989014
10.0,1.0,0.8753768844221106,1.5886415029092944,4.897091722595079
10.0,1.0,0.8793969849246233,1.6067006844476923,4.986332574031894
10.0,1.0,0.8834170854271357,1.6250920074191153,5.078886310904873
10.0,1.0,0.8874371859296484,1.6438279184765856,5.174940898345157
10.0,1.0,0.8914572864321608,1.6629215772921646,5.274698795180723
10.0,1.0,0.8954773869346735,1.6823869120802686,5.378378378378382
10.0,1.0,0.8994974874371859,1.7022386806329994,5.486215538847118
10.0,1.0,0.9035175879396986,1.7224925375374978,5.598465473145783
10.0,1.0,0.907537688442211,1.743165108342217,5.715404699738904
10.0,1.0,0.9115577889447237,1.7642740715524527,5.837333333333337
10.0,1.0,0.9155778894472362,1.7858382494682925,5.964577656675749
10.0,1.0,0.9195979899497488,1.8078777090345846,6.097493036211702
10.0,1.0,0.9236180904522613,1.8304138740569968,6.236467236467235
10.0,1.0,0.927638190954774,1.8534696503569235,6.381924198250732
10.0,1.0,0.9316582914572866,1.8770695656977976,6.534328358208962
10.0,1.0,0.9356783919597991,1.90123992662561,6.694189602446486
10.0,1.0,0.9396984924623117,1.9260089947380195,6.862068965517249
10.0,1.0,0.9437185929648242,1.9514071853436292,7.038585209003219
10.0,1.0,0.9477386934673369,1.977467292013495,7.224422442244233
10.0,1.0,0.9517587939698493,2.0042247411830436,7.420338983050851
10.0,1.0,0.955778894472362,2.031717881763243,7.627177700348441
10.0,1.0,0.9597989949748744,2.0599883157014975,7.84587813620072
10.0,1.0,0.9638190954773871,2.0890812766431632,8.077490774907758
10.0,1.0,0.9678391959798995,2.1190460653450987,8.323193916349812
10.0,1.0,0.9718592964824122,2.149936552364438,8.584313725490206
10.0,1.0,0.9758793969849247,2.181811760894886,8.862348178137655
10.0,1.0,0.9798994974874373,2.2147365455913532,9.158995815899592
10.0,1.0,0.9839195979899498,2.2487823870010697,9.476190476190478
10.0,1.0,0.9879396984924624,2.2840283260627454,9.816143497757858
10.0,1.0,0.9919597989949749,2.3205620693952,10.18139534883721
10.0,1.0,0.9959798994974876,2.358481304257495,10.574879227053152
10.0,1.0,1.0,2.3978952727983707,11.0
10.0,2.0,0.2,0.10033534773107562,1.2222222222222223
10.0,2.0,0.20402010050251257,0.1025737398298613,1.2277061132922042
10.0,2.0,0.20804020100502513,0.10482219780667332,1.2332394366197181
10.0,2.0,0.2120603015075377,0.10708081260158338,1.2388228636106398
10.0,2.0,0.21608040201005027,0.10934967639265239,1.244457077885162
10.0,2.0,0.22010050251256283,0.11162888261850552,1.2501427755568246
