eta,Gamma,G_eff,P_wrap
0.8541899441340782,1.5083798882681563,0.3848328980927565,1.0240417036612002e-05
0.8843575418994413,1.5083798882681563,0.41069060422756626,3.5241371910238797e-06
0.9145251396648044,1.5083798882681563,0.4402734756748165,1.0449663298055208e-06
0.9446927374301676,1.5083798882681563,0.47444899223414594,2.5789111113128126e-07
0.9748603351955307,1.5083798882681563,0.5143766476845,5.058057528320725e-08
0.1,1.6759776536312847,0.12643590976091343,0.38688069623752075
0.13016759776536313,1.6759776536312847,0.12960610282410304,0.3175448833071495
0.16033519553072625,1.6759776536312847,0.13293936027092074,0.2612321775012252
0.19050279329608938,1.6759776536312847,0.1364485954613866,0.21472300856367676
0.22067039106145253,1.6759776536312847,0.1401481222337288,0.17596270489857646
0.2508379888268156,1.6759776536312847,0.14405385005101148,0.14352244849479398
0.2810055865921788,1.6759776536312847,0.1481835127139497,0.11634509286333795
0.31117318435754193,1.6759776536312847,0.15255693757451808,0.09361083167700958
0.34134078212290503,1.6759776536312847,0.15719636387207242,0.07466017692164621
0.3715083798882681,1.6759776536312847,0.16212682097706288,0.058947048783480165
0.4016759776536313,1.6759776536312847,0.1673765801212332,0.046008882884901195
0.43184357541899443,1.6759776536312847,0.17297769682845068,0.03544693141322657
0.4620111731843576,1.6759776536312847,0.17896666602832437,0.026912966659345554
0.4921787709497206,1.6759776536312847,0.18538521814180423,0.020100162245635416
0.5223463687150838,1.6759776536312847,0.19228129284650508,0.014736781318030174
0.5525139664804469,1.6759776536312847,0.1997102385753708,0.010581786762969921
0.5826815642458101,1.6759776536312847,0.20773630125193,0.0074217743500209505
0.6128491620111731,1.6759776536312847,0.21643448703709736,0.005068802567632536
0.6430167597765363,1.6759776536312847,0.22589291350054755,0.0033588002718418484
0.6731843575418994,1.6759776536312847,0.23621580545741316,0.0021503025399103493
0.7033519553072626,1.6759776536312847,0.247527351565631,0.0013233132602317095
0.7335195530726256,1.6759776536312847,0.2599767247272678,0.0007781312609947378
0.7636871508379888,1.6759776536312847,0.2737446977268812,0.0004340131333033314
0.7938547486033519,1.6759776536312847,0.28905247854557464,0.00022758594411347496
0.8240223463687151,1.6759776536312847,0.3061736856842887,0.00011097006766290574
0.8541899441340782,1.6759776536312847,0.325450847394687,4.9626808521811326e-05
0.8843575418994413,1.6759776536312847,0.3473185526115842,2.000394477174135e-05
0.9145251396648044,1.6759776536312847,0.37233660753513986,7.106828368458078e-06
0.9446927374301676,1.6759776536312847,0.401238634569492,2.1610396967080617e-06
0.9748603351955307,1.6759776536312847,0.43500521056962577,5.408455129145114e-07
0.1,1.8435754189944134,0.10692608188317974,0.4261872893520753
0.13016759776536313,1.8435754189944134,0.10960709492529011,0.3580061784378147
0.16033519553072625,1.8435754189944134,0.11242601052743284,0.30152263139790214
0.19050279329608938,1.8435754189944134,0.11539374943984021,0.25388996348145876
0.22067039106145253,1.8435754189944134,0.11852241678866934,0.21331256539108567
0.2508379888268156,1.8435754189944134,0.12182546711032159,0.17855631935761707
0.2810055865921788,1.8435754189944134,0.12531789777248264,0.14871808912453777
0.31117318435754193,1.8435754189944134,0.12901647664643823,0.12310397053703011
0.34134078212290503,1.8435754189944134,0.13294001132200103,0.10115943584341835
0.3715083798882681,1.8435754189944134,0.1371096689859244,0.08242669066112586
0.4016759776536313,1.8435754189944134,0.14154935844739144,0.0665173898642193
0.43184357541899443,1.8435754189944134,0.14628618886847747,0.053094556466097495
0.4620111731843576,1.8435754189944134,0.15135102378976265,0.04186030087647658
0.4921787709497206,1.8435754189944134,0.15677915437509396,0.03254736077309239
0.5223463687150838,1.8435754189944134,0.16261112291901247,0.02491325795040524
0.5525139664804469,1.8435754189944134,0.1688937372554971,0.018736310276858105
0.5826815642458101,1.8435754189944134,0.17568132977233925,0.013812996233596424
0.6128491620111731,1.8435754189944134,0.18303733272481246,0.009956324298863789
0.6430167597765363,1.8435754189944134,0.1910362666070406,0.006994951505204767
